actual,predicted,predict_proba
G,S,0.8434216
G,S,0.76950705
G,Q,0.8941852
G,S,0.7416629
G,S,0.38024145
G,A,0.6047903
G,Q,0.77299035
G,Q,0.6265409
G,Q,0.86018
G,Q,0.9908207
G,Q,0.96204644
G,Q,0.94112724
G,Q,0.9977443
G,Q,0.99470586
G,Q,0.9935499
G,Q,0.99449784
G,O,0.5451657
G,Q,0.8432248
G,S,0.7385138
G,Q,0.9886418
G,Q,0.8810713
G,Q,0.7896791
G,Q,0.99434775
G,Q,0.9690569
G,Q,0.99884915
G,A,0.53064066
G,Q,0.84447086
G,Q,0.9731951
G,A,0.51017714
G,Q,0.9914826
G,Q,0.9071426
G,S,0.4652032
G,S,0.9157688
G,Q,0.9704276
G,S,0.7139912
G,Q,0.955342
G,A,0.5316476
G,Q,0.8287951
G,S,0.6826167
G,Q,0.9920259
G,S,0.82590896
G,S,0.9011112
G,Q,0.9980326
G,Q,0.89594287
G,S,0.7661008
G,S,0.6704136
G,Q,0.9999975
G,Q,0.88938254
G,Q,0.41366735
G,A,0.6465525
G,O,0.77222455
G,Q,0.73081434
G,S,0.5617148
G,Q,0.86650544
G,S,0.9159863
G,S,0.72582436
G,A,0.569418
G,S,0.9492785
G,O,0.9987853
G,Q,0.9993056
G,Q,0.7856307
G,Q,0.8495372
G,Q,0.7687935
G,Q,0.9731329
G,Q,0.40613863
G,A,0.569681
G,S,0.8755204
G,Q,0.9986909
G,Q,0.9929234
G,Q,0.88427824
G,S,0.7403022
G,Q,0.5583147
G,A,0.5089935
G,Q,0.8548698
G,S,0.84008884
G,S,0.7241296
G,Q,0.8238913
G,Q,0.909589
G,S,0.6150963
G,Q,0.9145697
G,O,0.9895895
G,S,0.60935366
G,S,0.8388796
G,Q,0.76809317
G,S,0.5398178
G,Q,0.9154626
G,Q,0.9197841
G,S,0.6983283
G,S,0.44717187
G,Q,0.89868164
G,S,0.45755368
G,Q,0.9606706
G,S,0.43372557
G,Q,0.83445394
G,S,0.90786016
G,Q,0.43040872
G,Q,0.99762565
G,S,0.8637043
G,Q,0.67047423
G,S,0.806777
G,Q,0.37874055
G,Q,0.75101084
G,S,0.96431166
G,Q,0.6693027
G,Q,0.7526079
H,S,0.79267514
H,S,0.71314716
H,S,0.80786777
H,Y,0.6455037
H,Y,0.7851506
H,Q,0.86705625
H,S,0.9510525
H,S,0.58553946
H,Q,0.99989974
H,S,0.93317336
H,Q,0.99984074
H,S,0.88710296
H,S,0.9126264
H,Q,0.9846527
H,S,0.31227562
H,Q,0.41689974
H,S,0.5742833
H,Q,0.99886143
H,Q,0.6263496
H,Y,0.5334193
H,S,0.85524327
H,Q,0.99888796
H,S,0.4658094
H,S,0.8544194
H,S,0.9169638
H,Q,0.9985361
H,Q,0.9983193
H,S,0.8516023
H,S,0.8692849
H,Q,0.9998504
H,S,0.89865196
H,Y,0.74144095
H,Y,0.72261137
H,S,0.44592342
H,S,0.7915401
H,S,0.74272555
H,S,0.47958684
H,S,0.876402
H,S,0.869912
H,Q,0.8031497
H,Q,0.9995272
H,Q,0.8137936
H,Q,0.5159742
H,S,0.74510837
H,S,0.7344892
H,S,0.89820683
H,Q,0.99247533
H,O,0.9999865
H,Q,0.9997012
H,S,0.6674995
H,Y,0.845841
H,Q,0.7761318
H,Y,0.49281186
H,Q,0.99977714
H,Y,0.77119416
H,Q,0.5548463
H,Y,0.7378557
H,Q,0.9959305
H,Y,0.4418832
H,Y,0.6109256
H,Q,0.92032725
H,S,0.9368182
H,S,0.43043515
H,S,0.98722047
H,Y,0.7604658
H,Y,0.76471657
H,S,0.7906091
H,Q,0.45814213
H,Q,0.9996834
H,Q,0.99957234
H,Q,0.99915457
H,S,0.7488065
H,Q,0.9935229
H,S,0.8348959
H,Q,0.6503295
H,Q,0.99259233
H,Y,0.8562282
H,S,0.77611715
H,S,0.79276127
H,Q,0.5964893
H,Q,0.99404246
H,Q,0.84820837
H,Q,0.9989459
H,Q,0.5574583
H,Q,0.9936731
H,Q,0.995374
H,Y,0.6329786
H,Q,0.80574733
H,Q,0.9947174
H,Y,0.65199155
H,Y,0.85882616
H,Y,0.6681517
H,Q,0.99990726
H,Q,0.99991035
H,S,0.8331292
H,Q,0.9174679
H,Q,0.5348415
H,Q,0.92006135
H,Q,0.9986505
H,S,0.78394884
H,S,0.66666865
H,Y,0.90672636
H,Y,0.75037426
H,Q,0.9985896
H,Q,0.9931496
H,O,0.99749136
H,Q,0.9791464
H,Y,0.7616093
H,S,0.64514714
H,Q,0.9962476
H,S,0.786482
H,Q,0.96706843
H,Y,0.53365445
H,S,0.8579675
H,S,0.8848875
H,Y,0.54793483
H,S,0.6645182
H,Y,0.8177385
H,S,0.53797215
H,S,0.7486049
H,Q,0.995415
H,Q,0.9696927
H,S,0.86917096
H,Y,0.57127666
H,S,0.7070657
H,Q,0.95864046
H,Y,0.6073383
H,O,0.9462443
H,S,0.9231926
H,Q,0.8702642
H,Y,0.45448348
H,Y,0.52671546
H,S,0.7725055
H,Q,0.6927644
H,S,0.79220027
H,Q,0.99869764
H,Q,0.9955478
H,S,0.7635021
H,Q,0.99652666
H,S,0.75232387
H,S,0.8085851
H,S,0.5584524
H,Y,0.53658974
H,Q,0.9691886
H,S,0.95884806
H,S,0.7685531
H,S,0.74224097
H,S,0.7779755
H,Q,0.60341763
H,Q,0.85543644
H,Q,0.49440855
H,Y,0.63726056
H,S,0.8091463
H,Q,0.95411885
H,Q,0.99928457
H,S,0.5402242
H,Q,0.9527396
H,Q,0.92971045
H,S,0.76622
H,S,0.7247746
H,S,0.6510254
H,S,0.9106151
H,Q,0.98968995
H,Q,0.32706612
H,S,0.9490908
H,Q,0.99459827
H,Q,0.72173977
H,Q,0.74247426
H,Q,0.9993205
H,S,0.32870212
H,Y,0.83141863
H,S,0.84810233
H,Q,0.5268937
H,Y,0.796031
H,A,0.586828
H,S,0.8028335
H,S,0.72140265
H,Q,0.86728823
H,O,0.95855355
H,Q,0.999297
H,Q,0.9934589
H,S,0.73729295
H,Y,0.6070958
H,Q,0.95890516
H,Y,0.9116501
H,S,0.6055488
H,Y,0.7839254
H,Q,0.99986196
H,Q,0.8469828
H,Q,0.81451607
H,Y,0.5508284
H,Q,0.55829674
H,S,0.85242546
H,Y,0.7850479
H,Q,0.990312
H,Q,0.89709604
H,S,0.81961894
H,Q,0.9998759
H,S,0.43482918
H,Q,0.7805083
H,Q,0.94183236
H,Q,0.9804596
H,Q,0.9998869
H,S,0.9443137
H,A,0.61188155
H,Q,0.999481
H,Q,0.86267346
H,S,0.7532384
H,S,0.8851684
H,Q,0.9875487
H,S,0.6446253
H,Q,0.9847986
H,Y,0.41786858
H,Q,0.99005073
H,S,0.38058197
H,Y,0.7564666
H,Q,0.99900657
H,S,0.83042413
H,S,0.40360737
H,Q,0.77743715
H,S,0.88908374
H,Q,0.95046896
H,S,0.52403957
H,Q,0.99976057
H,S,0.87133855
H,S,0.731841
H,Y,0.4542409
H,Q,0.97813445
H,Q,0.98370266
H,Q,0.97525793
H,Y,0.4532412
H,Q,0.5452941
H,Q,0.9553632
H,Q,0.99518883
H,S,0.61645246
H,Q,0.44870606
H,Q,0.99819094
H,O,0.9999745
H,S,0.66433823
H,S,0.74630475
H,Q,0.5237284
H,Y,0.7993093
H,Y,0.5278365
H,Q,0.85789096
H,S,0.55657876
H,Q,0.99613166
H,S,0.85239226
H,S,0.7763049
H,S,0.6073668
H,S,0.75842917
H,Y,0.8377088
H,S,0.87854844
H,S,0.78321487
H,S,0.82418627
H,Q,0.9763946
H,S,0.8882399
H,Q,0.86958617
H,S,0.7543809
H,Q,0.9726336
H,S,0.45065567
H,Q,0.69687694
H,Q,0.99964774
H,Q,0.9996444
H,Y,0.7833322
H,Y,0.7338779
H,S,0.8036197
H,S,0.40207723
H,Q,0.9919458
H,Q,0.9983859
H,Y,0.84979707
H,Y,0.6279671
H,S,0.8446709
H,Q,0.64993095
H,S,0.72357243
H,S,0.652354
H,S,0.8149383
H,Q,0.9224014
H,S,0.5503339
H,Q,0.99964964
H,Q,0.99933344
H,S,0.80401534
H,Q,0.9310597
H,Q,0.9709485
H,Q,0.6206049
H,S,0.6700139
H,Q,0.99969923
H,Q,0.99686396
H,Q,0.3933978
H,Q,0.7354397
H,Q,0.800523
H,S,0.74886274
H,S,0.7228957
H,Y,0.7265183
H,Y,0.50319535
H,S,0.772932
H,Q,0.9895975
H,Q,0.9998634
H,Q,0.87475616
H,Y,0.54233944
H,S,0.6497972
H,Y,0.4061422
H,Q,0.9895772
H,S,0.7840528
H,Q,0.99910235
H,S,0.6343037
H,S,0.87288463
H,S,0.5370281
H,Q,0.6775059
H,S,0.5775398
H,Q,0.9997009
H,S,0.86791295
H,Q,0.90059805
H,Q,0.98460686
H,S,0.6018848
H,S,0.8669549
H,Q,0.41361293
H,Q,0.9733839
H,S,0.68037236
H,S,0.8589888
H,Y,0.82851887
H,Q,0.99981934
H,Q,0.9663794
H,Q,0.9975158
H,Q,0.9999403
H,S,0.9215591
H,Q,0.96697694
H,S,0.61801237
H,Q,0.9656736
H,Y,0.53546345
H,S,0.900216
H,S,0.487343
H,Q,0.98105305
H,Y,0.6343384
H,Y,0.600914
H,S,0.7015102
H,Q,0.6744259
H,S,0.502757
H,S,0.825319
H,S,0.9203038
H,Y,0.91093683
H,Q,0.9997813
H,Q,0.983331
H,Q,0.42223513
H,S,0.79720354
H,S,0.8330785
H,Y,0.5258386
H,Q,0.9792061
H,Y,0.762522
H,Q,0.9999546
H,Y,0.4320198
H,Q,0.84442437
H,Q,0.9961856
H,Q,0.97977096
H,S,0.6552381
H,Q,0.9701452
H,Y,0.4672656
H,Y,0.47371668
H,S,0.84029937
H,S,0.7998884
H,S,0.8248959
H,Q,0.9988501
H,S,0.6662089
H,S,0.7840459
H,Q,0.9991148
H,S,0.7871923
H,S,0.5967746
H,Q,0.99776816
H,Q,0.99206805
H,S,0.88143015
H,Q,0.99726355
H,Y,0.7418484
H,S,0.76923496
H,Q,0.9999908
H,Y,0.78125745
H,Y,0.82013696
H,S,0.768757
H,Q,0.99165064
H,S,0.80391514
H,Q,0.98956
H,Q,0.91918176
H,Q,0.9986987
H,O,0.9461156
H,Q,0.9992724
H,Q,0.99670863
H,Q,0.4515199
H,S,0.6344634
H,S,0.80320454
H,Q,0.9904079
H,Q,0.99654645
H,Q,0.8818944
H,S,0.68868005
H,Q,0.99461824
H,Q,0.9977564
H,Q,0.7059275
H,S,0.50976926
H,S,0.9157204
H,Q,0.9421839
H,Y,0.9009973
H,Q,0.9147951
H,Y,0.5209937
I,S,0.92619336
I,Q,0.6363877
I,S,0.75903416
I,S,0.5664046
I,Q,0.98550147
I,S,0.53280824
I,S,0.5910625
I,S,0.7222117
I,S,0.8436576
I,S,0.65161914
I,S,0.7325803
I,Q,0.9626641
I,S,0.8926937
I,Y,0.78076506
I,S,0.84678596
I,S,0.97829217
I,S,0.8268732
I,S,0.6590668
I,S,0.64960474
I,S,0.9183806
I,S,0.5742483
I,Y,0.64945406
I,S,0.5696126
I,S,0.7274078
I,S,0.8895795
I,S,0.88838035
I,S,0.6378317
I,S,0.6674031
I,S,0.87054056
I,Q,0.5234965
I,A,0.5497895
I,Q,0.8939541
I,Y,0.6631423
I,Y,0.73432624
I,S,0.66374713
I,S,0.7909663
I,S,0.71895695
I,Q,0.5728955
I,S,0.83969337
I,S,0.57510316
I,S,0.78884673
I,S,0.80510175
I,S,0.8217181
I,S,0.6765926
I,A,0.57043314
I,S,0.8178893
I,S,0.7928467
I,Y,0.603063
I,Y,0.39500248
I,S,0.91937006
I,S,0.55110484
I,S,0.78100276
I,A,0.5693049
I,S,0.43031037
I,Y,0.46996668
I,S,0.61561143
I,S,0.8890361
I,S,0.786383
I,S,0.86212206
I,S,0.8346363
I,S,0.79269403
I,S,0.85251313
I,S,0.69287115
I,S,0.7413094
I,A,0.7851119
I,S,0.6961005
I,S,0.8922708
I,Y,0.3576782
I,S,0.8192265
I,S,0.71593595
I,A,0.91978383
I,Y,0.6771454
I,S,0.9944876
I,S,0.8032631
I,S,0.58328354
I,S,0.8640719
I,S,0.9788923
I,S,0.9182461
I,S,0.8807462
I,S,0.6541774
I,S,0.81805974
I,Q,0.9877175
I,Y,0.69871503
I,Q,0.9999007
I,S,0.88681227
I,S,0.92788494
I,S,0.7946192
I,S,0.90645534
I,Y,0.83226776
I,S,0.6342009
I,S,0.5846562
I,S,0.89263076
I,Q,0.6857465
I,S,0.8715971
I,A,0.62771165
I,S,0.8093719
I,S,0.6774673
I,S,0.86005557
I,S,0.6599194
I,S,0.9564225
I,Q,0.9589987
I,S,0.8730155
I,S,0.68624
I,S,0.752238
I,S,0.6158581
I,S,0.6814546
I,S,0.8253031
I,Q,0.9234669
I,S,0.6836532
I,S,0.562372
I,S,0.8856357
I,S,0.9710811
I,S,0.59806347
I,S,0.51655555
I,S,0.64958376
I,S,0.94073695
I,S,0.69524443
I,S,0.8610166
I,S,0.90251917
I,S,0.67796236
I,S,0.69218624
I,S,0.73059773
I,S,0.84211665
I,S,0.91729605
I,S,0.8587934
I,Q,0.47423145
I,S,0.90029174
I,S,0.87273407
I,A,0.5168473
I,S,0.8614391
I,S,0.94273067
I,S,0.85667163
I,S,0.72346854
I,A,0.6176862
I,S,0.7847353
I,S,0.8179021
I,S,0.7709938
I,A,0.5059663
I,S,0.5306815
I,S,0.82146716
I,Q,0.3563025
I,S,0.80550903
I,S,0.58495164
I,S,0.44757318
I,S,0.79672074
I,S,0.49324042
I,S,0.67480296
I,A,0.50696075
I,Q,0.8822305
I,S,0.9788674
I,S,0.8966149
I,Q,0.78089416
I,A,0.5573188
I,S,0.5437103
I,Y,0.66205525
I,Y,0.8091817
I,S,0.8371428
I,S,0.7052079
I,Y,0.67379576
I,S,0.73328745
I,A,0.5284971
I,S,0.83575195
I,S,0.8787267
I,S,0.7181263
I,S,0.7599596
I,S,0.767353
I,S,0.6897468
I,S,0.867196
I,Y,0.80419534
I,S,0.7155676
I,S,0.7233932
I,S,0.713594
I,A,0.55558926
I,S,0.7937701
I,S,0.6485561
I,S,0.5611767
I,S,0.6617998
I,S,0.8910261
I,Q,0.8346764
I,S,0.8028914
I,S,0.74309576
I,Y,0.5254131
I,S,0.8508212
I,Q,0.86045665
I,S,0.61304116
I,A,0.5104878
I,S,0.68890285
I,S,0.74971706
I,A,0.640679
I,S,0.6098587
I,S,0.7412765
I,S,0.9079524
I,S,0.9216611
I,A,0.53590715
I,S,0.6430944
I,Y,0.6767093
I,Y,0.65779096
I,Q,0.9941592
I,S,0.91759604
I,S,0.7512769
I,S,0.8721274
I,S,0.9246721
I,S,0.7853003
I,S,0.6792957
I,Y,0.83007264
I,S,0.82424206
I,A,0.64728916
I,S,0.8055459
I,S,0.88486624
I,Q,0.51344264
I,S,0.7492641
I,S,0.8954307
I,S,0.79459167
I,S,0.7201162
I,S,0.57169944
I,S,0.9406746
I,S,0.82779026
I,Y,0.4847629
I,Y,0.5749587
I,S,0.6683534
I,Y,0.42049253
I,A,0.7235286
I,S,0.6504463
I,S,0.8924826
I,S,0.92046124
I,S,0.8593587
I,Q,0.99518776
I,S,0.7854844
I,S,0.39748922
I,S,0.6721489
I,S,0.75983804
I,A,0.5342062
I,S,0.7857416
I,S,0.8180026
I,S,0.6359829
I,S,0.7361842
I,S,0.85229224
I,Q,0.9852813
I,S,0.8143693
I,S,0.93678606
I,S,0.7307866
I,S,0.73659426
I,Q,0.99859375
I,S,0.8772562
I,S,0.9598759
I,Q,0.8135231
I,S,0.82778406
I,A,0.8497545
I,Y,0.74738353
I,S,0.88925356
I,S,0.9629101
I,S,0.76791465
I,S,0.92491287
I,S,0.936214
I,S,0.7731023
I,Q,0.7998683
I,Y,0.6161132
I,S,0.54686683
I,Q,0.6998715
I,S,0.90781575
I,S,0.76510036
I,S,0.86189246
I,Q,0.4585571
I,S,0.85848427
I,A,0.5117529
I,S,0.91314787
I,Y,0.5277594
I,S,0.76696223
I,S,0.8792933
I,S,0.77095735
I,S,0.83418643
I,S,0.74673533
I,S,0.8045318
I,S,0.62630475
I,S,0.8406795
I,S,0.52628326
I,Y,0.6046571
I,Q,0.9055373
I,S,0.96305835
I,S,0.93456036
I,S,0.8441888
I,S,0.63808376
I,S,0.67715377
I,S,0.9440005
I,S,0.83841383
I,Q,0.42206103
I,S,0.67875737
I,S,0.64199907
I,Q,0.7901138
I,A,0.6935888
I,S,0.91411525
I,S,0.74874705
I,S,0.99100155
I,S,0.8102242
I,Q,0.7625263
I,S,0.81727237
I,S,0.47012055
I,S,0.8205592
I,S,0.86058986
I,S,0.7920851
I,Q,0.6789861
I,S,0.6154764
I,S,0.7691078
I,S,0.9786081
I,S,0.6941796
I,Y,0.42015362
I,A,0.6604423
I,S,0.6287554
I,S,0.93876797
I,S,0.89565223
I,S,0.78380215
I,A,0.64475805
I,S,0.83924216
I,S,0.8258524
I,S,0.82587403
I,S,0.5939013
I,S,0.72524613
I,S,0.635193
I,Q,0.63740766
I,A,0.8120416
I,Q,0.5735353
I,S,0.75014746
I,A,0.5238717
I,S,0.82933784
I,S,0.879469
I,Q,0.9624175
I,S,0.6458073
I,A,0.5309326
I,A,0.783683
I,S,0.8262819
I,Q,0.4066968
I,Y,0.6934789
I,S,0.69951606
I,S,0.53556186
I,S,0.8459371
I,S,0.5929015
I,Y,0.38287973
I,S,0.81677765
I,S,0.6082559
I,S,0.8153352
I,S,0.982939
I,Y,0.65391546
I,S,0.8448059
I,S,0.82327175
I,S,0.7174526
I,S,0.94256955
I,S,0.65725714
I,S,0.73990256
I,S,0.6939117
I,S,0.7375731
I,A,0.5412051
I,S,0.8259006
I,S,0.96615803
I,S,0.93522173
I,S,0.8549542
I,S,0.58529115
I,S,0.7461301
I,S,0.89799637
I,S,0.9661577
I,S,0.6308322
I,S,0.82960933
I,S,0.7987104
I,S,0.8559832
I,A,0.6123084
I,S,0.8638119
I,S,0.53553605
I,S,0.92594266
I,A,0.5039147
I,A,0.648871
I,S,0.8704472
I,S,0.66094416
I,S,0.8008616
I,S,0.91968584
I,S,0.853098
I,S,0.8661709
I,S,0.7718229
I,S,0.81656086
I,S,0.77307177
I,S,0.8430967
I,A,0.6485834
I,S,0.8722756
I,Q,0.9753643
I,S,0.58282626
I,S,0.6817003
I,S,0.680173
I,S,0.79527867
I,S,0.4944776
I,S,0.9338253
I,A,0.90105623
I,S,0.80900025
I,S,0.80598253
I,S,0.6733083
I,S,0.7424444
I,S,0.8461712
I,S,0.8404495
I,S,0.76692367
I,S,0.65750664
I,S,0.8498762
I,S,0.71491146
I,S,0.8052588
J,S,0.43992132
J,S,0.6653957
J,Q,0.5570026
J,S,0.85617906
J,Q,0.7571248
J,S,0.5560086
J,S,0.6017019
J,Q,0.47785473
J,S,0.43451524
J,S,0.5119064
J,Q,0.94475275
J,Q,0.33360696
J,S,0.95451736
J,Y,0.7004758
J,Y,0.57204604
J,S,0.88131005
J,S,0.85213494
J,Q,0.6890238
J,S,0.87745506
J,Y,0.62515706
J,S,0.9053234
J,Q,0.66589344
J,S,0.82582545
J,Q,0.4137449
J,S,0.9805891
J,Q,0.6512608
J,Q,0.6571048
J,S,0.86369455
J,S,0.80879956
J,Q,0.88680804
J,S,0.8289214
J,S,0.7982982
J,Q,0.75998527
J,S,0.8610023
J,Q,0.4175482
J,Q,0.9777288
J,S,0.3081647
J,S,0.3407675
J,S,0.89812183
J,S,0.88404274
J,S,0.83779866
J,S,0.7202798
J,Q,0.86837494
J,S,0.72215515
J,Q,0.9495377
J,Q,0.96669614
J,Y,0.79951787
J,S,0.8590913
J,Q,0.9745796
J,Q,0.43853244
J,Q,0.4416688
J,S,0.7304285
J,S,0.81781155
J,S,0.906015
J,S,0.87905306
J,Y,0.38549423
J,Q,0.6009496
J,S,0.8718573
J,S,0.9340358
J,S,0.87012184
J,S,0.5510354
J,S,0.8884693
J,S,0.83152544
J,S,0.9789361
J,S,0.93162876
J,S,0.89080524
J,S,0.85164374
J,A,0.45568377
J,Y,0.4066499
J,S,0.87719375
J,S,0.88489515
J,Y,0.5812545
J,S,0.44681907
J,S,0.8434468
J,S,0.85682034
J,Y,0.66488206
J,S,0.81232846
J,S,0.7690899
J,Y,0.34529772
J,S,0.65391
J,Q,0.62094057
J,S,0.93176234
J,S,0.91769904
J,Q,0.617605
J,S,0.8736853
J,Q,0.53732014
J,Q,0.30889443
J,S,0.62710583
J,Y,0.5230313
J,S,0.84452945
J,S,0.47247994
J,Q,0.5005834
J,S,0.7537437
J,Q,0.8603563
J,Q,0.3739284
J,Y,0.6477554
J,Q,0.38809723
J,Q,0.9985796
J,S,0.7367103
J,S,0.7208708
J,S,0.64208037
J,S,0.88288635
J,Q,0.9177878
J,Q,0.5847695
J,Q,0.47131512
J,S,0.62826246
J,S,0.93743384
J,S,0.52277625
J,S,0.8978528
J,Q,0.97962254
J,S,0.69417435
J,S,0.9256072
J,S,0.9872246
J,S,0.78265375
J,S,0.9531928
J,Y,0.79231304
J,S,0.69492996
J,Q,0.88313043
J,S,0.84708273
J,Q,0.47360483
J,Q,0.41444156
J,S,0.9492688
J,S,0.7775421
J,Q,0.7166522
J,S,0.78839177
J,S,0.74784577
J,S,0.7281721
J,S,0.7109413
J,S,0.7209275
J,S,0.77404577
J,Q,0.49442172
J,S,0.40992835
J,Q,0.49458098
J,S,0.47824746
J,Q,0.36393985
J,S,0.78380543
J,S,0.83369756
J,S,0.78560853
J,Y,0.3421546
J,S,0.57023937
J,S,0.9288566
J,Q,0.8334146
J,Y,0.80010957
J,S,0.61854184
J,S,0.29458544
J,Q,0.7872904
J,S,0.9371685
J,S,0.8840277
J,S,0.5745512
J,S,0.8760285
J,S,0.64475733
J,S,0.9026397
J,S,0.7551804
J,Q,0.81012946
J,Y,0.4117803
J,S,0.86257845
J,S,0.903495
J,Q,0.44537717
J,S,0.67390835
J,Q,0.6498631
J,Q,0.4057043
J,S,0.511505
J,S,0.85360104
J,S,0.9274835
J,S,0.9273686
J,Q,0.93122345
J,S,0.5525632
J,S,0.91815835
J,S,0.95700943
J,S,0.8923953
J,S,0.7032253
J,S,0.51453257
J,Q,0.35302785
J,S,0.63514704
J,Q,0.92096573
J,Y,0.6443756
J,S,0.9163406
J,S,0.8702195
J,S,0.8914772
J,S,0.76781684
J,S,0.6352173
J,S,0.605185
J,Y,0.2839867
J,S,0.9384412
J,S,0.49205714
J,S,0.7289094
J,S,0.58575475
J,Q,0.9463364
J,Q,0.32161513
J,S,0.8969296
J,S,0.853239
J,S,0.75038445
J,Q,0.9106325
J,Q,0.79888797
J,Q,0.79288524
J,S,0.686523
J,Q,0.9187288
J,S,0.8725467
J,S,0.8158069
J,S,0.67278516
J,S,0.66125894
J,Q,0.30507082
J,Y,0.38483214
J,S,0.63029176
J,Q,0.42505732
J,Y,0.7374614
J,S,0.49254462
J,S,0.8106733
J,Y,0.3978868
J,Q,0.6724039
J,S,0.82742625
J,S,0.55900145
J,Q,0.33082643
J,Q,0.97106284
J,S,0.68704456
J,S,0.7353669
J,Q,0.7796631
J,S,0.75032544
J,Y,0.8068234
J,S,0.6684705
J,S,0.71548676
J,Y,0.5246027
J,Q,0.95848095
J,S,0.28452528
J,S,0.48775855
J,S,0.48240006
J,Q,0.9782447
J,Q,0.50672495
J,Q,0.99511635
J,Y,0.6874946
J,S,0.7351621
J,S,0.9320625
J,S,0.62689483
J,S,0.71806383
J,S,0.84939784
J,S,0.48113444
J,S,0.7597406
J,S,0.8491587
J,S,0.9484361
J,S,0.63780594
J,S,0.77018064
J,S,0.7976597
J,Y,0.56813776
J,S,0.8358308
J,S,0.9474424
J,Q,0.61002976
J,Q,0.29657483
J,S,0.5918232
J,S,0.9154826
J,Q,0.81023043
J,Q,0.88052255
J,S,0.6965443
J,Q,0.94278526
J,Q,0.9911874
J,S,0.7840844
J,S,0.34924406
J,S,0.59457755
J,S,0.74092263
J,S,0.83318704
J,S,0.7208916
J,Q,0.93426484
J,Y,0.502883
J,Q,0.95730793
J,S,0.73062456
J,S,0.93215674
J,S,0.88081944
J,S,0.8358534
J,S,0.48479047
J,Y,0.75928617
J,Q,0.70870876
J,Q,0.78662664
J,Q,0.7952332
J,Q,0.67054886
J,S,0.7295907
J,Q,0.63276756
J,S,0.7748574
J,S,0.9697888
J,S,0.81226623
J,S,0.8224126
J,Q,0.9768819
J,Q,0.91237754
J,S,0.7827348
J,S,0.59234226
J,S,0.72722006
J,S,0.920919
J,S,0.8471245
J,Q,0.9845093
J,Q,0.8446407
J,Y,0.26399502
J,Q,0.36148882
J,S,0.78910726
J,Q,0.43660244
J,S,0.653164
J,Q,0.3361572
J,S,0.78028005
J,I,0.5489398
J,Q,0.99419516
J,Y,0.58447886
J,S,0.9702261
J,S,0.4837688
J,S,0.5713966
J,S,0.67085737
J,S,0.8644726
J,O,0.42422652
J,S,0.8204572
J,S,0.87159604
J,S,0.7550883
J,Q,0.3628158
J,S,0.8909874
J,S,0.97290796
J,S,0.8942851
J,Q,0.79797274
J,S,0.6371749
J,S,0.75465256
J,Q,0.7152506
J,Q,0.9555205
J,S,0.7851874
J,S,0.29887938
J,S,0.7126603
J,S,0.7628733
J,Q,0.52215445
J,Q,0.38731727
J,Y,0.3859364
J,Y,0.42016652
J,S,0.37940606
J,S,0.5505221
J,S,0.8370769
J,Q,0.8142821
J,S,0.42298612
J,S,0.84465826
J,S,0.72338825
J,S,0.6308313
J,S,0.62455493
J,Q,0.7292865
J,S,0.757696
J,S,0.5710515
J,Y,0.5516258
J,S,0.4398869
J,S,0.92123383
J,Q,0.84683347
J,S,0.5975554
J,S,0.85140604
J,S,0.9864933
J,Q,0.4454938
J,Q,0.9915182
J,Q,0.39081904
J,I,0.6041284
J,S,0.92937434
J,S,0.64773095
J,S,0.9203748
J,Q,0.2848608
J,Q,0.97295886
J,Q,0.9386311
J,S,0.34832892
J,Q,0.9714626
J,Y,0.6860979
J,S,0.77830845
J,S,0.7492969
J,Y,0.35212994
J,S,0.6448165
J,S,0.70425767
J,Y,0.66658765
J,S,0.8050781
J,Q,0.99582267
J,S,0.6272635
J,Q,0.82884014
J,S,0.9518821
J,Y,0.81735224
J,S,0.8830842
J,Y,0.30155575
J,Q,0.71470433
J,Q,0.3558635
J,Q,0.37761235
J,S,0.73901623
J,Q,0.32106087
J,S,0.41906598
J,Q,0.95682096
J,S,0.66108626
J,S,0.9165494
J,S,0.83280164
J,S,0.8614017
J,S,0.94691145
J,Y,0.59341925
J,Q,0.47193676
J,S,0.8498763
J,S,0.7779672
J,Q,0.54968244
J,Q,0.3559309
J,S,0.91367817
J,S,0.6020669
J,Q,0.30336326
J,Q,0.57422537
J,Q,0.5106613
J,Y,0.5462871
J,S,0.30374354
J,S,0.95955354
J,Q,0.7125588
J,S,0.71700835
J,S,0.8232375
J,Q,0.92949885
K,Q,0.2951202
K,A,0.49845138
K,Q,0.6482018
K,Q,0.8840072
K,S,0.6989044
K,Q,0.93895173
K,Q,0.3199735
K,Q,0.72024214
K,S,0.28684586
K,Y,0.48535192
K,S,0.7619965
K,S,0.3245224
K,S,0.46048743
K,S,0.776048
K,S,0.5128918
K,Q,0.94812906
K,Q,0.91267586
K,S,0.7484151
K,S,0.82963026
K,S,0.3491951
K,Y,0.90668756
K,A,0.6315626
K,S,0.6833116
K,S,0.28854588
K,A,0.66539127
K,Q,0.55209863
K,Q,0.71596754
K,S,0.6408564
K,S,0.7928115
K,Q,0.73293406
K,S,0.8411929
K,Y,0.47525078
K,S,0.3786066
K,S,0.9013207
K,S,0.28601754
K,Q,0.9097372
K,S,0.582083
K,S,0.915298
K,S,0.74917275
K,Q,0.8650646
K,S,0.43406966
K,S,0.48912054
K,S,0.75449455
K,S,0.50600004
K,Q,0.93478286
